airline,airline_iata,airline_icao,flight,airport_from,airport_from_iata,airport_from_icao,country_iso2_from,country_from,airport_to,airport_to_iata,airport_to_icao,country_iso2_to,country_to,departure_time,arrival_time,flight_duration,operative_days,operative_days_descr,starting_date,end_date,flight_qualify,is_code_sharing,airline_iata_share,airline_icao_share,airline_share_flight,airline_iata_share2,airline_icao_share2,airline_share_flight2
"ALITALIA","AZ","AZA","01561","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","07:00","08:20","","1204567","LUNEDI,MARTEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","28/03/2021","03/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01561","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","07:00","08:20","","0000007","DOMENICA","04/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01561","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","07:00","08:20","","0030000","MERCOLEDI","28/03/2021","31/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01561","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","07:00","08:20","","1000000","LUNEDI","05/04/2021","05/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01561","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","07:00","08:20","","0000007","DOMENICA","18/04/2021","18/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01544","MILANO LINATE","LIN","LIML","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:25","20:45","","0004000","GIOVEDI","28/03/2021","01/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01545","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","21:25","22:45","","0204000","MARTEDI,GIOVEDI","01/04/2021","06/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01544","MILANO LINATE","LIN","LIML","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:45","20:05","","0000500","VENERDI","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01545","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO LINATE","LIN","LIML","IT","ITALIA","20:50","22:10","","0000500","VENERDI","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01504","MILANO MALPENSA","MXP","LIMC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:15","16:35","","0000067","SABATO,DOMENICA","05/06/2021","26/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01505","CAGLIARI","CAG","LIEE","IT","ITALIA","MILANO MALPENSA","MXP","LIMC","IT","ITALIA","13:05","14:25","","0000067","SABATO,DOMENICA","05/06/2021","26/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:45","16:35","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/09/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01562","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:20","18:10","","0000007","DOMENICA","06/06/2021","06/06/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01562","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:20","18:10","","0000007","DOMENICA","26/09/2021","26/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01597","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:45","20:35","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/10/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01587","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","20:30","21:20","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","30/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01590","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","06:30","07:20","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01588","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","07:35","08:25","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","02/07/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","30/04/2021","31/08/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","1234067","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,SABATO,DOMENICA","01/04/2021","07/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","1000007","LUNEDI,DOMENICA","28/03/2021","29/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","0200000","MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","0030000","MERCOLEDI","28/03/2021","31/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01585","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:30","16:20","","0000500","VENERDI","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","30/04/2021","31/08/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","1234067","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,SABATO,DOMENICA","01/04/2021","07/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","1000007","LUNEDI,DOMENICA","28/03/2021","29/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","0200000","MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","0030000","MERCOLEDI","28/03/2021","31/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01500","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","17:05","17:55","","0000500","VENERDI","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","08951","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","21:30","22:20","","0000007","DOMENICA","25/04/2021","25/04/2021","CHARTER","0","","","","","",""
"ALITALIA","AZ","AZA","01591","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:30","09:20","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","30/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01592","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:05","10:55","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","30/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01535","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:30","12:20","","0000007","DOMENICA","06/06/2021","06/06/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01535","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:30","12:20","","0000007","DOMENICA","26/09/2021","26/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01581","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:00","12:50","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","30/09/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01581","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:15","13:05","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/10/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01598","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","13:55","14:45","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/07/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:00","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/09/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","06/04/2021","15/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","24/04/2021","31/08/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","0234067","MARTEDI,MERCOLEDI,GIOVEDI,SABATO,DOMENICA","17/04/2021","22/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","0034507","MERCOLEDI,GIOVEDI,VENERDI,DOMENICA","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","0000067","SABATO,DOMENICA","03/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","1000000","LUNEDI","28/03/2021","29/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","0200000","MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","1000000","LUNEDI","05/04/2021","05/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","1000000","LUNEDI","19/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01563","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:35","14:25","","0000500","VENERDI","16/04/2021","16/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","06/04/2021","15/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","24/04/2021","31/08/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","0234067","MARTEDI,MERCOLEDI,GIOVEDI,SABATO,DOMENICA","17/04/2021","22/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","0034507","MERCOLEDI,GIOVEDI,VENERDI,DOMENICA","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","0000067","SABATO,DOMENICA","03/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","1000000","LUNEDI","28/03/2021","29/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","0200000","MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","1000000","LUNEDI","05/04/2021","05/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","1000000","LUNEDI","19/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01584","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","15:10","16:00","","0000500","VENERDI","16/04/2021","16/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","06/04/2021","12/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","20/04/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0004507","GIOVEDI,VENERDI,DOMENICA","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","1200000","LUNEDI,MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0000067","SABATO,DOMENICA","03/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0030067","MERCOLEDI,SABATO,DOMENICA","14/04/2021","18/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0030000","MERCOLEDI","28/03/2021","31/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","1000000","LUNEDI","05/04/2021","05/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0200000","MARTEDI","13/04/2021","13/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","1000000","LUNEDI","19/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0004000","GIOVEDI","15/04/2021","15/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01593","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:15","10:05","","0000500","VENERDI","16/04/2021","16/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","06/04/2021","12/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","20/04/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0004507","GIOVEDI,VENERDI,DOMENICA","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","1200000","LUNEDI,MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0000067","SABATO,DOMENICA","03/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0030067","MERCOLEDI,SABATO,DOMENICA","14/04/2021","18/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0030000","MERCOLEDI","28/03/2021","31/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","1000000","LUNEDI","05/04/2021","05/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0200000","MARTEDI","13/04/2021","13/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","1000000","LUNEDI","19/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","08950","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:45","18:35","","0000060","SABATO","24/04/2021","24/04/2021","CHARTER","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0004000","GIOVEDI","15/04/2021","15/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01594","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","10:55","11:45","","0000500","VENERDI","16/04/2021","16/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","21/04/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","1230567","LUNEDI,MARTEDI,MERCOLEDI,VENERDI,SABATO,DOMENICA","05/04/2021","12/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0034567","MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","28/03/2021","03/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","1034507","LUNEDI,MERCOLEDI,GIOVEDI,VENERDI,DOMENICA","14/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","1200000","LUNEDI,MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0000007","DOMENICA","04/04/2021","04/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0004000","GIOVEDI","08/04/2021","08/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0200000","MARTEDI","13/04/2021","13/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0000060","SABATO","17/04/2021","17/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01595","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","18:45","","0200000","MARTEDI","20/04/2021","20/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","21/04/2021","28/10/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","1230567","LUNEDI,MARTEDI,MERCOLEDI,VENERDI,SABATO,DOMENICA","05/04/2021","12/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","0034567","MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","28/03/2021","03/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","1034507","LUNEDI,MERCOLEDI,GIOVEDI,VENERDI,DOMENICA","14/04/2021","19/04/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","1200000","LUNEDI,MARTEDI","28/03/2021","30/03/2021","LINEA","0","","","","","",""
"ALITALIA","AZ","AZA","01596","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA FIUMICINO","FCO","LIRF","IT","ITALIA","19:30","20:20","","0000007","DOMENICA","04/04/2021","04/04/2021","LINEA","0","","","","","",""
